,v1,v2
3173,ham,it vl bcm more difficlt
3175,ham,hvent still witin s sl  come bck sch oredi
3176,ham,in meeting d i will cll yo
3177,ham,k k  then wtch some films
3178,ham,does cinem pls drink ppel mo  is  fr thriller by direcr i like on t mc t 
3179,ham,there the size of elephnt tblets   shove m p r ss
3180,ham,so mny people seems  be specil t first sight bt only very few will remin specil  yo till yor lst sight mintin them till life ends tke cr d
3181,ham,my prents my kidz my friends n my colleges ll screming srprise  nd i ws witing on the sof    nked
3182,ham,dnno i jz skin cos i got  crd got  off   slon clled hir sense so i t its d one  ct r hir 
3183,ham,good morning pookie pie lol hope i didnt wke  p
3184,ham,mybe if yo woke p before fcking  this woldnt be  problem
3185,ham,hppy birthdy  yoderwith lots of loverkhesh nri
3186,ham,howz tht persons sry
3188,ham,x  ltgt  re yo going  get tht
3189,ham,hi nev worry bot d trth coz the trth will led me  r hert its the lest  niqe person like  deserve sleep tight or morning
3191,ham,is r pper dy in e morn or ft
3192,ham,i will lick p every drop  re yo redy  se yor moth s well
3193,ham,nd yo will expect yo whenever yo text hope ll goes well mo 
3194,ham,gret p diddy is my neighbor nd comes for othpste every morning
3195,ham,i v  new nmber   wil  only se this onet
3196,ham,so its  be poking mn everydy tht they tech yo in cnd bi how re yo jst sying hi
3197,ham, lor chnge  sntec wt time  coming
3198,ham,no dem seeing in online shop so tht i sked
3199,ham,jst crios becse my cz sked wht i ws p 
3200,ham,nicenicehow is it working
3201,ham,oky lor wh like tht def they wont let s go hh wht did they sy in the terms nd conditions
3202,ham,hh yp hopeflly  we will lose  few kg by mon fter hip hop cn go orchrd nd weigh gin
3203,ham,shes good how re yo where r  working now
3204,ham,oh yes ive jst been  little nder the wether so ive kind of been coccooning t home
3205,ham,t home lso
3206,ham,this phone hs the weirdest  correct
3207,ham,oops my phone died nd i didnt even know yeh i like it better
3208,ham,hvent ms sk if  cn st wt of meet  lnch den  n him meet cn lredy lor or  wn  go sk d ge st then confirm w me sp
3209,ham,she sid do  mind if i go in the bedroom for  minte   ok i sed in  sexy mood she cme ot  mints ltr wid  cken my wife
3210,ham,oh yehnd hv  gret time in newqysend me  postcrd  look fter ll the girls while im gone know the im tlkin botxx
3211,ham,we got  divorce lol shes here
3212,ham,whts r pin
3213,ham,bbe hve yo got enogh money  pick p bred nd milk  nd ill give yo it bck when yo get home 
3214,ham,i wnt snow its jst freezing nd windy
3216,ham,come  mhl bs sp ltdecimlgt
3217,ham,don knowthis week im going  tirnelvi d
3218,ham,me o bby i promise  tret yo well i bet yo will tke good cre of me
3219,ham,its like tht hotel dsk gme i think yo solve pzzles in  re thing
3221,ham,hi my love how goes tht dy fck this morning i woke nd dropped my cell on the wy down the stirs bt it seems lright  phews i miss yo 
3222,ham,well tht mst be  pin  ctch
3223,ham,sorry d thngmits my mistke
3224,ham,i need coz i never go before 
3225,ham,rose for redred for bloodblood for herthert for  bt  for me send tis  ll r friends inclding me if  like me if  get bck  r poor in reltion  need some   spport  r frnd  mny some lvs   some is prying god  mrry  try it
3226,ham,wifehow she knew the time of mrder exctly
3229,ham,i feel like  dick becse i keep sleeping throgh yor texts nd fcebook messges sp yo in wn
3230,ham,no plm i will come d on the wy
3231,ham,gess he wnts lone time we cold jst show p nd wtch when they do
3232,ham,height of recycling red twice people spend time for erning money nd the sme money is spent for spending time good morning keep smiling
3233,ham,yp  not comin 
3234,ham,yes princess ledo
3235,ham,ight text me when yore bck t m nd ill swing by need somebody  get the door for me
3236,ham,ron sy fri leh n he sid ding ti feng cnt mke reservtions bt he sid wit lor
3237,ham,good no swimsit llowed 
3238,ham,m oky will soon be over ll the best
3239,ham, cte thoght for friendship its not necessry  shre every secret with r close frnd
3240,ham,ok ive sent  d ltest version of d project
3241,ham,good morning my der hve  gret mp sccessfl dy
3242,ham,pls ccept me for one dy or m begging yo chnge the nmber
3243,ham,sqeeeeeze this is christms hg if  lik my frndshp den hg me bck if  get   r cte   r lvd   r so lcky none people hte 
3244,ham,its ok if nybody sks bt me  tel themp
3245,ham,fnny fct nobody teches volcnoes  erpt tsnmis  rise hrricnes  swy rondn no  teches hw  choose  wife ntrl dissters jst hppens
3246,ham, yo gonn ring this weekend or wot
3247,ham,lso trck down ny lighters yo cn find
3248,ham,sorry i cnt help yo on this
3249,ham,bbe i need yor dvice
3250,ham,ill leve rond for ok
3251,ham,come  medicl college t pm forwrd it d
3252,ham,kkits goodwhen re yo going
3253,ham,i cn mke lsgn for yo vodk
3254,ham,hi its kte cn  give me  ring sp xxx
3255,ham,who were those people  were yo in  r  i thoght yo were doing tht sof thing yo sent me  yor crios sgr
3256,ham,no bt yo ld me yo were going before yo got drnk
3257,ham,he fcking chickened ot he messged me he wold be lte nd woold bzz me nd then i didnt her  word from him
3259,ham,im lwys looking for n excse  be in the city
3260,ham,yp im still hving coffee wif my frens my fren drove shell give me  lift
3261,ham,o shore re yo tkin the bs
3262,ham,so  gonn get des ex
3263,ham,i will send them  yor emil do yo mind  ltgt  times per night
3265,ham,tp  spile t seven  is tht pb on gs st off brod st by cnl ok
3266,ham,ok then i come n pick  t engin
3267,ham,which is why i never wnted  tell yo ny of this which is why im so short with yo nd onedge s of lte
3268,ham,rviyog peripherls bhyndr est
3269,ham,k ctlly cn yo gys meet me t the snoco on howrd it shold be right on the wy
3271,ham,moon hs come  color yor drems strs  mke them msicl nd my sms  give yo wrm nd pecefl sleep good night
3272,ham,jst finished eting got   plte not lefvers this time
3273,ham,thnx  lot
3274,ham,hrry home  big btt hng p on yor lst cller if  hve  food is done nd im strving dont sk wht i cooked
3275,ham,lol yor right wht diet everydy i chet nywy im ment  be  ftty 
3276,ham,its  gret dy do hve yorself  betifl one
3277,ham,wht hppened in interview
3278,ham,solve d cse   mn ws fond mrdered on  ltdecimlgt  ltgt  fternoon his wife clled police police qestioned everyone wife siri ws sleeping when the mrder ok plce cook i ws cooking grdener i ws picking vegetbles hosemid i went  d post office children we went  ply neighbor we went   mrrige police rrested d mrderer immeditely whos it reply with reson if  r brillint
3279,ham,bdrith is only for chennii will srely pick for sno competition for him
3280,ham,i t its my grop mte lcky i hvent reply wt time do  need  leve 
3281,ham,hey yo rond ive got enogh for  hlf  the ten i owe yo
3282,ham,hey tmr mybe cn meet yo t yck
3283,ham,lrite sm its nic jst checkin tht this is r nmberso is ittb
3284,ham,they re jst mking it esy  py bck i hve  ltgt yrs  sy bt i cn py bck erlier yo get
3285,ham,not  worry im sre yoll get it
3286,ham,the gs sttion is like  block wy from my hose yoll drive right by it since rmeni ends t swnn nd yo hve  tke howrd
3289,ham,my tition is t  hm we go for the    one do yo mind
3290,ham,im not smoking while people se wylie smokes o mch  jstify rining my shit
3291,ham,der good morning how yo feeling der
3292,ham, little meds sy tke once every  hors its only been  bt pin is bck so i ok nother hope i dont die
3293,ham,betifl morrow never comes when it comes its lredy dy in the hnt of betifl morrow dont wste yor wonderfl dy goodmorning
3294,ham,dnno lei  ll decide lor how bt leon oops i t ben is going n i msg him
3295,ham,hi there we hve now moved in or pb  wold be gret  c  if  cd come p
3298,ham,honeybee sid im d sweetest in d world god lghed mp sid wit hvnt met d person reding this msg morl even god cn crck jokes gmgngegn
3299,ham,jst do wht ever is esier for yo
3301,ham,sp clling everyone sying i might hve cncer my throt hrts  tlk i cnt be nswering everyones clls if i get one more cll im not bbysitting on mondy
3302,ham,itll be gh bt ill do wht i hve 
3303,ham,im gonnmiss so mchi wold sy il send   postcrd bttheres bots mch chnce of merememberin sthere is ofsi not brekin his contrct lv yxx
3304,ham,ee msg n poortiygi odlebek hnmnji  nme hnmn bjrngbli mrti pvnptr snktmochn rmdth mhveer ee  nme  ltgt  jnrige ivtte klisidre next strdy olge ond good news kelviri mretre inde  dodd problm nlli sigviri id mtr  ltgt  tre dont neglet
3305,ham,hi drlin i finish t  do    pick me p or meet me text bck on this nmber lv kte xxx
3306,ham,set  plce for me in yor hert nd not in yor mind s the mind esily forgets bt the hert will lwys remember wish yo hppy vlentines dy
3307,ham,bt im srprised she still cn gess right lor
3308,ham,okie  wn meet t bishn cos me t bishn now im not driving dy
3309,ham,oh ho is this the first time  se these type of words
3310,ham,hi drlin how ws work did  get in troble ijst tlked  yor mm ll morning i hd  relly good time lst night im goin ot soon bt cll me if  cn
3311,ham,i know yo re serving i men wht re yo doing now
3312,ham,hh hyde prk not in mel h opps got confsed nywy if tts e best choice den we jz hve  tke it
3313,ham,oh gei tht hppend  me in tron mybe ill dl it in d when its ot
3315,ham,i know girls lwys sfe nd selfish know i got it p thnk yo good night
3316,ham,no worries hope pho shoot went well hve  spiffing fn t workge 
3317,ham,im freezing nd crving ice fml
3318,ham,ky since we re ot lredy 
3319,ham,eh sorry leh i din c r msg not sd lredy lr me wtching tv now  still in office
3320,ham,yo im right by yo work
3321,ham,ok drlin i spose it ws ok i jst worry o mchi hve  do some film stff my mte nd then hve  bbysit gin bt yo cn cll me therexx
3322,ham,she sid do  mind if i go in the bedroom for  minte   ok i sed in  sexy mood she cme ot  mints ltr wid  cken my wife
3323,ham,i don wke since i checked tht stff nd sw tht its tre no vilble spces pls cll the embssy or send  mil  them
3324,ham,nope jz off from work
3325,ham,hh so fst dt mens  hvent finished pinting
3326,ham, wht nmber do  live t is it 
3327,ham,no we pt prty  dys  week nd stdy lightly i think we need  drw in some csm checkboxes so they know were hrdcore
3328,ham,sc will score big hndredhe is set btsmn
3329,ham,send me yettys nmber pls
3330,ham,how mch it will cost pprox  per month
3331,ham,ok the theory test when re  going  book i think its on  my coz thoght wnn go ot with jiyin bt she isnt free
3333,ham,thts fine hve him give me  cll if he knows wht he wnts or hs ny qestions
3334,ham,sorry got  lte strt were on the wy
3335,ham,then  go bck rself lor
3336,ham,i m t the gs sttion go there
3337,ham,k if  bored p jst come  my home
3338,ham,bbe  i love yo  covers yor fce in kisses
3339,ham,like i mde him throw p when we were smoking in or friends cr one time it ws wesome
3340,ham,still i hve not checked it d  
3341,ham,yo will go  wlmrt ill sty
3342,ham,i hvent forgotten yo i might hve  cople bcks  send yo morrow k i love y o
3343,ham,oh gret ill distrb him more so tht we cn tlk
3344,ham,reverse is cheting tht is not mthemtics
3345,ham,re welcome cght  sing broken english gin
3346,ham,no problem bby is this is  good time  tlk i clled nd left  messge
3347,ham,sorry ill cll lter
3348,ham,oh is it which brnd
3349,ham,sorry i cnt tke yor cll right now it so hppens tht there r wxs do wt yo wnt she cn come nd ill get her medicl insrnce nd shell be ble  deliver nd hve bsic cre im crrently shopping for the right medicl insrnce for her so jst give me til fridy morning thts when ill see the mjor person tht cn gide me  the right insrnce
3350,ham,t wht time re yo coming
3351,ham,cll him nd sy yo not coming dy ok nd tell them not  fool me like this ok
3352,ham,i emiled yifeng my prt oredi cn  get it fr him
3353,ham,r  sre theyll nderstnd tht wine  good ide jst hd  slrp
3354,ham,minimm wlk is miles  dy
3355,ham,ok not  problem will get them  txi c ing  morrow nd tesdy on tesdy think we r ll going  the cinem 
3356,ham,brinless bby dolld vehicle sriyg drive mdoke broll
3357,ham,i dont rn wy frm  i wlk slowly mp it kills me tht  dont cre enogh  sp me
3359,ham,plese ttend the phone
3360,ham,yo only hte me yo cn cll ny bt yo didnt ccept even  single cll of mine or even yo messged
3361,ham,no messges on her phone im holding it now
3362,ham,cn im free
3363,ham,yo my trip got postponed yo still scked p
3364,ham,sorry ill cll lter
3365,ham,i m witing for yor cll sir
3366,ham,hey wht re yo doing y no reply p
3367,ham,hey eline is dys meeting still on
3368,ham,sorry ive not gone  tht plce ill do so morrow relly sorry
3369,ham,most of the tiime when i dont let yo hg me its so i dont brek in ters
3370,ham,morrow i m not going  thetre   so i cn come wherever  cll me   tell me where nd when  come morrow
3371,ham,nd now electricity jst went ot fml
3372,ham,looks like yo fond something  do other thn smoke gret job
3373,ham,lso ndros ice etc etc
3374,ham, 
3375,ham,good fternon my love how re dy i hope yor good nd mybe hve some interviews i wke nd miss yo bbe  pssionte kiss from cross the se
3376,ham,yp wn believe wt  relly nev c e msg i sent shhi
3377,ham,hows tht wtch resizing
3378,ham,der mm she clled me now 
3379,ham,jst finished missing yo plenty
3381,ham,well i ment s opposed  my drnken night of before
3382,ham,k mst book  not hh so going for yog bsic on sndy
3384,ham,ok cn
3385,ham,oops  m t my mms in somerset bit fr bck mo see yo soon x
3386,ham,so  workin overtime nigpn
3387,ham,sme s kllis dismissil in nd test
3388,ham,o gess they both got screwd
3390,ham,im in  meeting cll me lter t
3391,ham,wht r  cooking me for dinner
3392,ham,ok thnx
3393,ham,bll yor pln ws  go floting off  ike with me withot  cre in the world so i hve  live with yor mess nother dy
3394,ham,then i by
3396,ham,heehee tht ws so fnny tho
3397,ham,it only does simple rithmetic not percentges
3398,ham,yeh we woldnt leve for n hor t lest hows  sond
3400,ham,thnks honey hve  gret dy
3401,ham,n mzing qote  sometimes in life its difficlt  decide whts wrong  lie tht brings  smile or the trth tht brings  ter
3402,ham,good night my der sleepwellmptke cre
3403,ham,then  sk dd  pick  p lr  wn  sty   meh
3404,ham,js chillxin wht p
3405,ham,hey ds cool iknow ll  welld peril of stdentfinncil crisisspk   lr
3406,ham,betifl trth ginst grvity red creflly or hert feels light when someone is in it bt it feels very hevy when someone leves it goodmorning
3408,ham,whts tht coming over the hill is it  monster hope yo hve  gret dy things r going fine here bsy thogh 
3409,ham,joys fther is john then john is the  of joys fther if  ns ths yo hv  ltgt  iq tis s is qestion try  nswer
3410,ham,only once then fter ill obey ll yors
3411,ham,no she didnt i will serch online nd let yo know
3412,ham,where do yo need  go  get it
3413,ham,no pic plese resend
3414,ham,he remins  bro mongst bros
3415,ham,hhhhrmm isnt hving tb test bd when yore sick
3416,ham,bt i hf enff spce got like  mb
3424,ham,tre its esier with her here
3425,ham,sre bt since my prents will be working on tesdy i dont relly need  cover sry
3426,ham,hh oky dy weekend leh 
3427,ham,hi drlin did yophone me im thome if yownn cht
3428,ham,i dont know jck shit bot nything or id sysk something helpfl bt if yo wnt yo cn pretend tht i did nd jst text me whtever in response  the hypotheticlhghhghyhgg
3429,ham,yove lwys been the briny one
3430,ham,yeh if we do hve  get  rndom dde we need  chnge or info sheets  prty  ltgt  never stdy jst  be sfe
3432,ham,christms is n occsion tht is celebrted s  reflection of r vles desires ffectionsmp trditions hve n idel christms
3433,ham,sending yo greetings of joy nd hppiness do hve  gr evening
3434,ham,hi drlin i cntdo nythingmorrow s myprents retking me otfor  mel when re  free ktexxx
3435,ham,if indi win or level series mens this is record
3436,ham,then wht bot frther pln
3437,ham,its good  her from yo
3438,ham,wesome how do i del with the gte chrles ld me lst night bt h yeh
3439,ham,wht time yo thinkin of goin
3442,ham,yor bord is working fine the isse of overheting is lso reslove bt still softwre inst is pending i will come rond o clock
3443,ham,yes bt i dont cre cse i know its there
3444,ham,wiskey brndy rm gin beer vodk scotch shmpin wine kdiyrs dhin vzhthkkl 
3445,ham,mon okie lor hh best is chep n gd food l ex oso okie depends on whether wn et western or chinese food den which  prefer 
3446,ham,sitting rd nothing  do lor  leh bsy w work
3447,ham,its  ltgt k here oh shold i send home for sle
3448,ham,sorry  mil  
3449,ham,y jst telling bt tht incident
3450,ham,yes we were otside for like  hors nd i clled my whole fmily  wke them p cse it strted t  m
3451,ham,gh jst got ott clss
3452,ham,nowdys people re notixiqting the lxinorficted opportnity for bmbling of entropiction hve yo ever oblisingtely opted r books for the msteristering mplikter of fidlfiction it is very chmplxigting i think it is trocios wotz r opinion jnn
3453,ham,i dont hve ny of yor file in my bgi ws in work when yo clled mei ll tell yo if i find nything in my room
3454,ham,no need lr js testing e phone crd dnno network not gd i thk me witing  my sis  finish bthing so i cn bthe dn distrb  lio  clening r room
3455,ham,ok ill do yo right lter
3456,ham,friendship poem der o der  r not ner bt i cn her dont get fer live with cheer no more ter  r lwys my der gd ni
3457,ham,hve yor lnch nd come qickly nd open the door
3459,ham,i m bck bit long cos of ccident on  hd  divert vi wdebridgei hd  brillint weekend thnks spek soon lots of love
3460,ham,k i yn ji lio st we cn go  bgis vill one frm    den hop  prco  nb sn cn go cine frm    den hop  orc mrt  hip hop t 
3462,ham,i m seeking  ldy in the street nd  frek in the sheets is tht yo
3463,ham,my phone
3464,ham,hh figres well i fond the piece nd priscills bowl
3465,ham,ctlly fck tht jst do whtever do find n excse  be in tmp t some point before jnry thogh
3467,ham,yy finlly lol i missed or cinem trip lst week 
3468,ham,ll dy working dyexcept strdy nd sndy
3469,ham,thiwhere re yo der
3470,ham,hert is empty withot love mind is empty withot wisdom eyes r empty withot drems mp life is empty withot frnds so lwys be in ch good night mp sweet drems
3471,ham,i think im witing for the sme bs inform me when yo get there if yo ever get there
3472,ham,yo getting bck ny time soon
3473,ham, hows things jst  qick qestion
3474,ham,night hs ended for nother dy morning hs come in  specil wy my yo smile like the snny rys nd leves yor worries t the ble ble by gd mrng
3475,ham,i cn probbly come by everybodys done rond  ltgt  right
3476,ham,i got it before the new yer cos yetnde sid she wnted  srprise yo with it bt when i didnt see money i retrned it mid jnry before the  ltgt dy retrn period ended
3477,ham,i cn sk rond bt theres not  lot in terms of mids p here
3478,ham,be sre  check yor yhoo emil we sent phos yesterdy
3479,ham,wht ws she looking for
3480,ham,wherres my boyy  
3482,ham,hello my love how goes tht dy  i wish yor well nd fine bbe nd hope tht yo find some job prospects i miss yo boyy   tesing kiss
3483,ham,tell my  bd chrcter which  dnt lik in me ill try  chnge in  ltgt  i ll dd tt  my new yer resoltion witing for r replybe frnkgood morning
3484,ham,noi got rmor tht yo going  by prtment in chenni
3485,ham,yeh probbly erlier thn tht
3486,ham,chnge windows logoff sond
3487,ham,still i hve not checked it d  
3488,ham,im lso cme  room
3489,ham,hh bt i got lesson t  lei n i ws thinkin of going  sch erlier n i t of prkin t kent vle  
3490,ham,ok
3491,ham,i will rech office rond  ltdecimlgt  mp my mobile hve problem yo cnnt get my voice so cll yo s ill free
3492,ham,cool text me when yo hed ot
3495,ham,hppy birthdy my  find r prince chrming soon n dn work o hrd
3496,ham,oh the grnd is hving  bit of  prty bt it doesnt mention ny cover chrge so its probbly first come first served
3497,ham,yo sid  me before i went bck  bed tht yo cnt sleep for nything
3498,ham,i hope yo rnt pissed off bt id wold relly like  see yo morrow love me xxxxxxxxxxxxxx
3500,ham,sys the  ltgt  yer old with  mn nd money im down  my lst  ltgt  still witing for tht check
3501,ham,i will come  r home now
3502,ham,free ny dy bt i finish t  on mon n thrs
3503,ham,will yo be here for food
3504,ham,life lle moneeppolm or pole lllo
3505,ham,nite
3506,ham,two fndmentls of cool life wlk
3507,ham,cmer qite good meg pixels opticl nd digitl dooms hve  lovely holidy be sfe nd i hope yo hv  good jorney hppy new yer  yo both see yo in  cople of weeks 
3508,ham,hi peteynoim ok jst wnted  cht coz vent spoken     long timehope r doin lritehve good nit t js love y mx
3509,ham,i jst sw ron brgndy cptining  prty bot so yeh
3510,ham,im serios yo re in the money bse
3511,ham,lredy one gy loving yo
3512,ham,stff of plcement trining in mrit college
3513,ham,i lwys cht with yo in fct i need money cn yo rise me
3514,ham,im job profile seems like bpo
3515,ham,well i ws bot  give p cos they ll sid no they didnt do one nighters i persevered nd fond one bt it is very chep so i pologise in dvnce it is jst somewhere  sleep isnt it
3516,ham,so yo think i shold ctlly tlk  him not cll his boss in the morning i went  this plce lst yer nd he ld me where i cold go nd get my cr fixed cheper he kept telling me dy how mch he hoped i wold come bck in how he lwys regretted not getting my nmber etc
3517,ham,re yo willing  go for pps clss
3518,ham,hnging ot with my brother nd his fmily
3519,ham,no it will rech by  only she telling she will be there i dont know
3520,ham,hey re yo going  qit soon xhi nd i working till end of the month 
3521,ham,im sorry bot lst nite it wsnt r flt it ws me spose it ws pmt or smthin  give me i think  shldxxxx
3522,ham,try nev mte
3523,ham,yeh thtd pretty mch be the best cse scenrio
3524,ham,i not free dy i hf  pick my prents p nite
3525,ham,hey bbe fr  spnot  spk t d mo ded  d wrld been sleeping on d sof ll dy
3526,ham,shold i send yo nghty pix 
3529,ham,tyler getting n th hs  leve not long fter  cn yo get here in like n hor
3530,ham,prepre  be ponded every night
3531,ham,ctlly my mobile is fll of msg nd i m doing  work online where i need  send them  ltgt  sent msg i wil explin  lter
3532,ham,sorry ill cll lter
3533,ham,good evening how re yo
3534,ham,im t home plese cll
3535,ham,oic cos me n my sis got no lnch dy my dd went ot so dnno whether  et in sch or wt
3536,ham,mmmmm  it ws sooooo good  wke  yor words this morning my love mmmm fck  i love yo o my lion  devoring kiss from cross the se
3537,ham,we re plesed  inform tht yor ppliction for irtel brodbnd is processed sccessflly yor instlltion will hppen within  dys
3538,ham,wht hppen der why yo silent i m tensed
3539,ham,ill get there t  nless yo gys wnt me  come some time sooner
3540,ham,if yo re not coghing then its nothing
3541,ham, come lt  n pss  me lr
3542,ham,im e person whos doing e sms srvey
3543,ham,lol ok ill try  send be wrned sprint is ded slow yoll prolly get it morrow
3544,ham,thnk yo meet yo mondy
3545,ham,so is th gower mte which is where i m how r  mn ll is good in wles ill b bck morrow c  this wk who ws the msg   rndom
3547,ham,single line with  big mening miss nything  r best life bt
3548,ham,i got like  ltgt  i cn get some more lter thogh get whtever yo feel like
3549,ham,dd wnted  tlk bot the prtment so i got  lte strt omw now
3550,ham,i love yo both o 
3551,ham,lol  still feeling sick
3552,ham,din i tell  js now 
3553,ham,m p  my eyes in philosophy
3555,ham,ok lor im in wn now lei
3556,ham,i hd it lredysbrish sked me  go
3557,ham,no d  vijy going  tlk in jy tv
3559,ham,lol i know hey someone did  gret inpersontion of fle on the forms i love it
3561,ham,still chnce there if yo serch hrd yo will get itlet hve  try 
3563,ham,do yo lwys celebrte nys with yor fmily 
3564,ham,we know tj mhl s symbol of love bt the other lesser known fcts  mmtz ws shhjhns th wife ot of his  wifes  shhjhn killed mmtzs hsbnd  mrry her  mmtz died in her  ltgt th delivery  he then mrried mmtzs sister qestion rises where the hell is the love the gret hri
3565,ham,its okcome  my home it vl nice  meet nd v cn cht
3567,ham,sent me de webdres for geting slry slip
3568,ham,shes fine sends her greetings
3570,ham,bt yo dint in ch with me
3571,ham,yp leving right now be bck soon
3573,ham,yeh sre ill leve in  min
3574,ham,nd do yo hve ny one tht cn tech me how  ship crs
3575,ham,the sign of mtrity is not when we strt sying big things bt ctlly it is when we strt nderstnding smll things hve  nice evening bslvyl
3576,ham,yeh confirmed for yo stying t  tht weekend
3577,ham,they sid  dn hf pssport or smth like dt or  jz send  my emil ccont  
3578,ham,mltiply the nmbers independently nd cont deciml points then for the division psh the deciml plces like i showed yo
3579,ham,hve  lovely night nd when yo wke p  see this messge i hope yo smile knowing ll is s shold be hve  gret morning
3580,ham,rd  lor
3581,ham,yo re right menwhile hows project twins comin p
3582,ham,i sent yor mg tht money yesterdy oh
3584,ham,hert is empty withot love mind is empty withot wisdom eyes r empty withot drems mp life is empty withot frnds so lwys be in ch good night mp sweet drems
3586,ham,or ride eqlly neventfl  not o mny of those pesky cyclists rond t tht time of night 
3587,ham,if yo werere free i cn give otherwise nll di entey nttil kittm
3588,ham,ive sent my wife yor text fter we by them shell tell yo wht  do so jst relx we shold go get them this wkend
3589,ham,i m in escpe thetre now  going  wtch kvln in  few mintes
3590,ham,how mch wold it cost  hire  hitmn
3591,ham,i nything lor
3592,ham,sorry ill cll lter
3594,ham,hh bt i cnt go  r hose empty hnded right
3595,ham,good morning princess hppy new yer
3597,ham,ight well hed ot in  few
3598,ham,then wt r  doing now bsy wif work
3599,ham,i know yo mood off dy
3600,ham,jy ld me lredy will do
3601,ham,cps is csing the otges  conserve energy
3602,ham,im not sre i ws jst checking ot wht ws hppening rond the re
3603,ham,hey morning wht yo come  sk p
3604,ham,jordn got voted ot lst nite
3605,ham,tht mens yo got n  in epi shes fine shes here now
3606,ham,i hve no ide where yo re
3607,ham,pls come qick cnt bre this
3608,ham,joys fther is john then john is the  of joys fther if  ns ths yo hv  ltgt  iq tis s is qestion try  nswer
3609,ham,cll me i m nble  cl lets meet bhskr nd deep
3610,ham,no ill meet yo in the librry
3611,ham,k my roommte lso wnts  dbsck nd nother friend my lso wnt some so pln on bringing extr ill tell yo when they know for sre
3612,ham,depends on individl lor e hir dresser sy pretty bt my prents sy look gong  kypoh i lso dnno wt she collecting
3613,ham,ok c  then
3614,ham,i enjoy wtching nd plying footbll nd bsketbll nything otdoors nd yo
3615,ham,cn yo plese sk mcho wht his price rnge is does he wnt something new or sed pls it he only interfed in the blckberry bold  ltgt  or ny bb
3616,ham,sorry sent blnk msg gin yp bt trying  do some serios stdying now
3617,ham,hey check it d i hve listed d
3619,ham,i ment s n pology from me for texting yo  get me drgs t  ltgt t night
3620,ham,tht mens from febrry  pril ill be getting  plce  sty down there so i dont hve  hstle bck nd forth dring dition seson s i hve since my sister moved wy from hrlem
3621,ham,goin  workot lor mz lose e fts 
3622,ham,dmn poor zc doesnt stnd  chnce
3623,ham,no messgeno responcewht hppend
3624,ham,i wnt  tel  one thing  shold not mistke me k this is the messge tht yo sent
3625,ham,yeh right ill bring my tpe mesre fri
3626,ham,still chnce there if yo serch hrd yo will get itlet hve  try 
3627,ham,meeting  is my work   tel me when shll i do my work morrow
3628,ham,shold i hed stright there or wht
3630,ham,thnk yo princess yo re so sexy
3631,ham,oooh i got plenty of those
3632,ham,hi xin is in d lib
3633,ham,its  big difference  ltgt  verss  ltgt  every  ltgt hrs
3634,ham,its not tht yo mke me cry its jst tht when ll or stff hppens on p of everything else it pshes me over the edge yo dont nderdtnd how often i cry over my sorry sorry life
3635,ham,me  bbe i feel the sme lets jst get bot itboth try cheer pnot fit soo mchxxlove  locxx
3636,ham,yo know wht hook p mens right
3638,ham,wts d model nm of r phone
3639,ham,hes relly in sktebording now despite the fct tht he gets thrown off of it nd winds p with bndges nd shit ll over his rms every five mintes
3641,ham,my hose here e sky qite drk lio if rining then got excse not  rn lredy rite hee
3642,ham,sorry left phone pstirs ok might be hectic bt wold be ll my birds with one fell swoop its  dte
3643,ham, thoght i didnt see yo
3645,ham,crlos sys we cn pick p from him lter so yeh were set
3646,ham,hey bbe my friend hd  cncel still p for  visit 
3647,ham,s per yor reqest mnglym lipythe hs been set s yor cllertne for ll cllers press   copy yor friends cllertne
3648,ham,hmm ill hve  think bot it ok yore forgiven d
3649,ham,we re hoping  get wy by  from lngport yo still p for wn night
3650,ham,wnt  send me  virtl hg i need one
3651,ham,probbly not still going over some stff here
3652,ham,it hs isses right now ill fix for her by morrow
3653,ham,why i come in between yo people
3654,ham,senthil grop compny pnt pm
3655,ham,oh relly did yo mke it on ir whts yor tlent
3656,ham,stdying bt ill be free next weekend
3657,ham,r  here yet im wering ble shirt n blck pnts
3658,ham,witi will come ot ltgt  min
3659,ham,i will rech r home in  ltgt  mintes
3660,ham,well then yo hve  gret weekend
3661,ham,wht re yo doing in lngport sorry bt ill probbly be in bed by pm it scks being ill t xms when do yo nd gosri lnk 
3662,ham,frnd s not jz  wordnot merely  reltionshipits  silent promise which sys   i will be with yo  wherevr whenevr forevr gdnyt der
3663,ham,hh  lso cnnot then only how mny mistkes
3664,ham,h  js te honey r so sweet
3665,ham,im trning off my phone my moms telling everyone i hve cncer nd my sister wont sp clling it hrts  tlk cnt pt p with it see  when  get home love 
3666,ham,honey  sweethert  drling  sexy bns  sgr plm  loverboy  i miss yo boyy  smcks yor ss did yo go  the gym o 
3667,ham,thnks for loving me so yo rock
3668,ham,yeh imm come over cse jy wnts  do some drgs
3669,ham,ok thnx tke cre then
3670,ham,yp thk of  oso boring wt
3671,ham, cme  look t the flt seems ok in his s  is wy lot wiv work got womn coming t  o
3672,ham,moji jst informed me tht yo sved or lives thnks
3674,ham,whos this m in clss
3675,ham,hey r  still online ive finished the formtting
3676,ham,gret so wht ttrcts yo  the broths
3678,ham,stpidits not possible
3679,ham,i cnt pick the phone right now pls send  messge
3680,ham,lol wht hppens in vegs stys in vegs
